"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A682593","Yes","2014-07-16 17:33:00","Return_to_owner","Dog",1825,"Male","Yes","Yes","Brown","No","Beagle"
"A678263","No","2014-05-06 16:59:00","Transfer","Cat",21,"Male","No","No","Black","Yes","Domestic Shorthair"
"A708906","Yes","2015-11-29 13:33:00","Adoption","Cat",150,"Female","Yes","Yes","Orange","Yes","Domestic Longhair"
"A685851","No","2014-08-16 09:00:00","Transfer","Cat",365,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A676783","Yes","2014-05-07 18:25:00","Adoption","Cat",30,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A675008","Yes","2014-10-19 13:04:00","Adoption","Dog",270,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A719049","Yes","2016-01-12 00:00:00","Transfer","Dog",60,"Male","No","Yes","Tan","Yes","Pit Bull"
"A717443","Yes","2015-12-11 14:36:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Tan","Yes","Beagle"
"A678649","Yes","2014-05-15 16:18:00","Return_to_owner","Cat",730,"Male","Yes","Yes","Brown","Yes","Domestic Longhair"
"A703715","Yes","2015-06-06 12:59:00","Adoption","Dog",1825,"Male","Yes","Yes","Brown","Yes","Siberian Husky"
"A673989","No","2014-03-06 14:30:00","Transfer","Cat",150,"Female","No","No","Black","Yes","Domestic Shorthair"
"A720470","No","2016-02-15 10:25:00","Adoption","Dog",365,"Male","Yes","Yes","White","Yes","Rat Terrier"
"A711067","Yes","2015-09-04 13:41:00","Adoption","Dog",1095,"Female","Yes","No","Tricolor","No","Chihuahua Shorthair"
"A718282","Yes","2015-12-30 15:13:00","Return_to_owner","Dog",365,"Male","No","Yes","Tan","Yes","Mastiff"
"A702532","Yes","2015-06-23 19:03:00","Adoption","Cat",365,"Male","Yes","No","Orange","Yes","Domestic Longhair"
"A664017","Yes","2013-10-10 17:11:00","Adoption","Cat",60,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A711068","Yes","2015-09-05 16:48:00","Adoption","Dog",1095,"Female","Yes","Yes","White","No","Chihuahua Shorthair"
"A678750","Yes","2014-05-30 17:00:00","Transfer","Cat",30,"Male","No","No","Black","Yes","Domestic Medium Hair"
"A700888","Yes","2015-07-26 12:16:00","Adoption","Dog",365,"Male","Yes","Yes","White","Yes","Rhod Ridgeback"
"A718885","Yes","2016-01-25 00:00:00","Transfer","Dog",365,"Female","No","Yes","Tan","Yes","Carolina Dog"
"A707968","Yes","2015-08-07 17:37:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A706071","No","2015-06-24 17:05:00","Transfer","Cat",14,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A647859","Yes","2015-05-25 14:20:00","Transfer","Dog",365,"Male","Yes","Yes","Black","Yes","Dachshund"
"A697162","Yes","2015-05-01 18:09:00","Adoption","Dog",60,"Female","Yes","Yes","White","Yes","Labrador Retriever"
"A669609","No","2013-12-24 11:16:00","Transfer","Dog",60,"Female","No","Yes","Black","Yes","Labrador Retriever"
"A712657","Yes","2015-12-12 17:45:00","Adoption","Cat",90,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A715809","No","2015-11-14 19:10:00","Transfer","Cat",90,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A714279","Yes","2015-12-15 11:55:00","Adoption","Cat",90,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A666577","No","2013-11-06 07:18:00","Transfer","Dog",90,"Male","Yes","No","Buff","Yes","Chihuahua Shorthair"
"A683029","Yes","2014-07-12 16:13:00","Transfer","Cat",30,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A697432","Yes","2015-03-21 17:13:00","Adoption","Dog",30,"Male","Yes","Yes","Red","Yes","Australian Cattle Dog"
"A705339","Yes","2015-06-17 11:06:00","Return_to_owner","Dog",1095,"Female","Yes","No","Brown","Yes","Pit Bull"
"A715570","Yes","2015-11-11 18:45:00","Transfer","Dog",2190,"Male","Yes","No","Tricolor","No","Dachshund"
"A718352","Yes","2015-12-29 17:17:00","Return_to_owner","Dog",365,"Male","Yes","No","Red","Yes","Golden Retriever"
"A709195","No","2015-08-06 09:00:00","Transfer","Cat",120,"Male","No","No","Black","Yes","Domestic Shorthair"
"A697160","Yes","2015-05-02 22:06:00","Adoption","Dog",60,"Male","Yes","Yes","Tan","Yes","Labrador Retriever"
"A692259","Yes","2014-12-06 17:02:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Miniature Schnauzer"
"A685942","Yes","2014-08-30 15:05:00","Transfer","Dog",150,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A713402","No","2015-10-10 16:26:00","Died","Cat",28,"Female","No","No","Orange","Yes","Domestic Shorthair"
"A669084","Yes","2013-12-29 15:32:00","Return_to_owner","Dog",30,"Male","No","Yes","Black","Yes","Catahoula"
"A697761","Yes","2015-05-27 14:17:00","Transfer","Dog",270,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A708034","Yes","2015-08-27 13:15:00","Adoption","Cat",60,"Female","Yes","No","Flame Point","Yes","Siamese"
"A658940","Yes","2013-10-28 18:48:00","Adoption","Cat",180,"Male","Yes","No","Black","Yes","Domestic Medium Hair"
"A716511","Yes","2015-11-24 16:54:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A666165","No","2013-10-29 16:03:00","Transfer","Cat",730,"Female","No","Yes","White","Yes","Domestic Shorthair"
"A686131","Yes","2014-12-13 11:46:00","Adoption","Dog",150,"Male","No","Yes","Brown","Yes","Other"
"A691671","No","2014-11-11 09:00:00","Transfer","Cat",730,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A677924","Yes","2014-05-04 18:11:00","Return_to_owner","Dog",60,"Female","No","Yes","Brown","Yes","Cairn Terrier"
"A709142","Yes","2015-10-04 18:56:00","Adoption","Dog",60,"Male","Yes","No","Brown","Yes","Chihuahua Shorthair"
"A686457","No","2014-08-23 09:00:00","Transfer","Cat",365,"Female","No","No","Silver","Yes","Domestic Shorthair"
"A703756","Yes","2015-06-07 11:39:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","White","Yes","Pit Bull"
"A679315","No","2014-06-29 18:55:00","Adoption","Cat",60,"Female","Yes","No","Torbie","Yes","Domestic Shorthair"
"A654090","Yes","2013-12-29 12:28:00","Transfer","Cat",730,"Female","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A670689","Yes","2014-01-13 23:05:00","Adoption","Dog",730,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A668084","Yes","2013-11-29 15:59:00","Return_to_owner","Dog",180,"Male","No","No","Blue","Yes","Catahoula"
"A681260","Yes","2014-07-02 16:57:00","Adoption","Cat",60,"Female","Yes","Yes","Black","Yes","Domestic Medium Hair"
"A678267","No","2014-05-08 13:55:00","Transfer","Cat",730,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A688345","Yes","2014-09-26 18:23:00","Return_to_owner","Dog",365,"Female","Yes","No","Black","Yes","Chihuahua Shorthair"
"A682612","No","2014-07-05 18:18:00","Transfer","Cat",730,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A691481","No","2014-11-06 09:00:00","Transfer","Cat",365,"Male","No","No","Blue","No","Other"
"A692448","Yes","2015-03-07 17:26:00","Adoption","Dog",365,"Female","Yes","Yes","Black","No","Pit Bull"
"A669728","Yes","2013-12-27 11:13:00","Euthanasia","Cat",365,"Female","Yes","No","Black","Yes","Domestic Longhair"
"A661818","Yes","2013-10-20 18:32:00","Adoption","Cat",60,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A696253","No","2015-02-04 15:01:00","Transfer","Dog",21,"Female","No","No","White","No","Chihuahua Shorthair"
"A698964","Yes","2015-04-03 17:01:00","Adoption","Cat",365,"Male","Yes","Yes","Black","Yes","Domestic Shorthair"
"A678641","Yes","2014-05-17 16:15:00","Adoption","Dog",365,"Female","Yes","Yes","Sable","Yes","Australian Cattle Dog"
"A695685","Yes","2015-01-25 12:47:00","Adoption","Cat",240,"Female","Yes","No","Chocolate","Yes","Domestic Shorthair"
"A701451","Yes","2016-01-16 16:44:00","Transfer","Dog",30,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A711096","Yes","2016-02-11 17:49:00","Adoption","Dog",730,"Female","Yes","Yes","Blue","Yes","American Staffordshire Terrier"
"A675591","No","2014-04-03 17:43:00","Adoption","Dog",30,"Male","Yes","Yes","Black","Yes","Other"
"A713211","Yes","2015-12-30 17:02:00","Adoption","Cat",150,"Female","Yes","No","Cream","Yes","Domestic Shorthair"
"A684015","Yes","2014-08-03 15:16:00","Adoption","Cat",60,"Male","Yes","No","Lynx Point","Yes","Siamese"
"A706484","Yes","2015-07-13 14:32:00","Transfer","Cat",1095,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A699609","No","2015-03-31 09:00:00","Transfer","Cat",365,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A681719","Yes","2014-08-24 12:46:00","Adoption","Dog",1095,"Female","Yes","Yes","Black","Yes","Border Collie"
"A703516","Yes","2015-08-01 17:01:00","Adoption","Cat",120,"Female","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A696923","Yes","2015-02-28 18:27:00","Adoption","Dog",1095,"Male","Yes","Yes","Brown","Yes","Queensland Heeler"
"A668013","Yes","2013-12-08 18:11:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A703501","Yes","2015-05-25 18:07:00","Return_to_owner","Dog",730,"Male","No","Yes","Red","Yes","German Shepherd"
"A704298","Yes","2015-06-07 19:34:00","Adoption","Dog",730,"Female","Yes","No","Cream","Yes","Miniature Poodle"
"A679943","Yes","2014-08-02 17:00:00","Adoption","Cat",60,"Female","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A667936","No","2013-12-01 11:57:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Dachshund"
"A690643","No","2014-10-25 14:26:00","Adoption","Cat",60,"Female","Yes","Yes","Orange","No","Domestic Longhair"
"A703099","No","2015-06-22 18:31:00","Adoption","Dog",365,"Female","Yes","No","Sable","Yes","Chihuahua Longhair"
"A674584","Yes","2014-03-18 14:54:00","Transfer","Dog",1095,"Female","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A701658","No","2015-05-02 18:16:00","Transfer","Cat",21,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A692360","No","2014-11-18 19:22:00","Euthanasia","Cat",730,"Male","No","No","Chocolate","Yes","Siamese"
"A697671","No","2015-03-10 09:00:00","Transfer","Cat",730,"Unknown","Unknown","Yes","Blue","Yes","Domestic Shorthair"
"A705969","No","2015-06-27 17:16:00","Adoption","Dog",30,"Female","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A689789","No","2014-10-09 16:31:00","Euthanasia","Dog",730,"Male","No","No","Black","Yes","German Shepherd"
"A338231","Yes","2015-05-18 16:09:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Border Collie"
"A691030","Yes","2014-11-01 14:47:00","Transfer","Cat",90,"Female","No","Yes","Black","Yes","Domestic Shorthair"
"A678250","No","2014-05-21 17:37:00","Transfer","Cat",30,"Male","No","No","Brown","Yes","Domestic Medium Hair"
"A696576","Yes","2015-03-04 18:13:00","Adoption","Cat",365,"Female","Yes","Yes","Calico","Yes","Domestic Longhair"
"A669981","Yes","2014-01-05 11:19:00","Transfer","Dog",210,"Male","No","Yes","Brown","Yes","American Bulldog"
"A671451","Yes","2014-02-16 11:14:00","Transfer","Dog",730,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A694815","Yes","2015-01-05 14:03:00","Return_to_owner","Dog",1825,"Female","Yes","No","Yellow","Yes","Other"
"A700906","Yes","2015-12-17 15:22:00","Transfer","Cat",730,"Female","Yes","No","Blue","Yes","Siamese"
"A719334","Yes","2016-01-25 00:00:00","Transfer","Dog",365,"Male","Yes","Yes","White","Yes","Dachshund"
"A706633","Yes","2015-07-06 10:43:00","Adoption","Cat",1095,"Female","Yes","No","Calico","Yes","Siamese"
"A681560","Yes","2014-06-23 11:30:00","Return_to_owner","Cat",730,"Male","Yes","No","Black","Yes","Other"
"A662586","Yes","2015-08-18 12:35:00","Return_to_owner","Dog",730,"Female","Yes","Yes","White","Yes","Pit Bull"
"A680842","No","2014-06-09 15:49:00","Transfer","Cat",28,"Male","No","No","Black","Yes","Domestic Shorthair"
"A703388","No","2015-05-28 18:56:00","Adoption","Dog",90,"Male","Yes","Yes","Chocolate","Yes","Labrador Retriever"
"A667316","Yes","2013-11-27 11:56:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Border Collie"
"A718157","Yes","2015-12-26 18:45:00","Return_to_owner","Cat",730,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A684845","Yes","2014-08-01 18:39:00","Return_to_owner","Dog",1460,"Female","Yes","Yes","Cream","Yes","Miniature Poodle"
"A700818","Yes","2015-04-24 15:34:00","Transfer","Dog",150,"Male","No","No","Black","Yes","Border Terrier"
"A707668","Yes","2015-07-21 18:07:00","Adoption","Cat",60,"Female","No","No","Calico","Yes","Domestic Shorthair"
"A678252","Yes","2014-05-09 18:05:00","Return_to_owner","Dog",270,"Male","Yes","Yes","Black","Yes","Rat Terrier"
"A695191","Yes","2015-03-27 14:40:00","Adoption","Dog",180,"Female","Yes","No","Black","Yes","Labrador Retriever"
"A664139","Yes","2013-10-10 17:07:00","Transfer","Dog",730,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A693053","No","2014-12-06 12:32:00","Adoption","Cat",365,"Male","Yes","Yes","Blue","Yes","Maine Coon"
"A701273","Yes","2015-04-28 12:05:00","Return_to_owner","Dog",365,"Male","No","No","Tan","Yes","Chihuahua Shorthair"
"A682737","No","2014-07-02 14:14:00","Transfer","Cat",4,"Female","No","No","Blue","Yes","Domestic Shorthair"
"A682675","Yes","2014-07-02 11:14:00","Return_to_owner","Dog",730,"Female","No","Yes","Brown","Yes","American Staffordshire Terrier"
"A664391","Yes","2013-10-24 12:05:00","Adoption","Dog",365,"Male","Yes","Yes","White","Yes","Other"
"A688851","Yes","2014-09-28 11:28:00","Transfer","Dog",2190,"Male","No","Yes","Sable","No","Other"
"A670090","Yes","2014-10-26 18:11:00","Adoption","Dog",1460,"Female","Yes","Yes","Brown","Yes","Pointer"
"A689761","Yes","2015-10-28 11:55:00","Adoption","Dog",2555,"Female","Yes","No","Buff","Yes","Labrador Retriever"
"A713801","Yes","2015-12-09 09:18:00","Adoption","Cat",90,"Female","Yes","No","Calico","Yes","Domestic Medium Hair"
"A677571","No","2014-04-26 15:25:00","Transfer","Cat",14,"Male","No","Yes","Blue","Yes","Domestic Medium Hair"
"A702633","No","2015-05-20 17:04:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A712028","No","2015-09-16 10:45:00","Transfer","Cat",21,"Male","No","Yes","Brown","Yes","Domestic Shorthair"
"A660861","Yes","2014-05-09 18:18:00","Return_to_owner","Dog",365,"Male","No","No","Black","Yes","Boxer"
"A671224","No","2014-01-21 15:12:00","Transfer","Cat",365,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A665411","Yes","2013-10-17 17:11:00","Return_to_owner","Dog",2190,"Male","No","Yes","Fawn","Yes","Pit Bull"
"A683332","Yes","2014-08-24 11:34:00","Adoption","Dog",730,"Female","Yes","Yes","Black","Yes","Pit Bull"
"A692616","Yes","2014-11-23 16:12:00","Return_to_owner","Dog",2555,"Female","Yes","No","Buff","Yes","Chihuahua Shorthair"
"A707070","Yes","2015-07-07 18:10:00","Return_to_owner","Dog",3285,"Female","Yes","Yes","White","Yes","German Shepherd"
"A677670","No","2014-04-30 14:37:00","Transfer","Dog",28,"Female","No","Yes","Brown","Yes","Blue Lacy"
"A665200","No","2013-10-16 16:51:00","Transfer","Cat",180,"Female","No","Yes","Orange","Yes","Domestic Shorthair"
"A698830","Yes","2015-04-11 17:55:00","Return_to_owner","Dog",30,"Male","Yes","Yes","Black","Yes","Yorkshire Terrier"
"A687588","No","2014-09-12 17:01:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Chihuahua Shorthair"
"A699079","Yes","2015-04-13 15:03:00","Transfer","Dog",150,"Male","Yes","Yes","Tan","Yes","Labrador Retriever"
"A694597","Yes","2015-01-04 15:11:00","Adoption","Dog",180,"Male","Yes","No","Tan","Yes","Other"
"A665609","No","2013-10-20 15:00:00","Transfer","Cat",21,"Female","No","No","Brown","Yes","Domestic Shorthair"
"A690390","Yes","2014-10-30 12:09:00","Transfer","Dog",1825,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A711899","No","2015-09-13 16:39:00","Transfer","Cat",14,"Unknown","Unknown","No","Cream","Yes","Domestic Shorthair"
"A684612","Yes","2014-10-18 19:13:00","Adoption","Cat",120,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A676878","Yes","2014-04-16 17:54:00","Return_to_owner","Dog",1095,"Male","Yes","No","Sable","Yes","Pug"
"A713760","Yes","2015-10-31 17:08:00","Adoption","Cat",180,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A650212","Yes","2013-10-02 16:09:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A714303","Yes","2015-10-25 18:52:00","Adoption","Cat",150,"Male","Yes","No","Brown","Yes","Domestic Medium Hair"
"A709546","No","2015-08-10 17:44:00","Transfer","Cat",21,"Unknown","Unknown","No","Calico","Yes","Domestic Shorthair"
"A679642","Yes","2014-05-27 17:29:00","Transfer","Cat",28,"Male","No","No","Flame Point","Yes","Siamese"
"A711187","Yes","2015-09-06 18:20:00","Adoption","Dog",2920,"Male","Yes","No","Tan","Yes","Dachshund"
"A677037","Yes","2014-04-24 15:19:00","Return_to_owner","Dog",1095,"Female","Yes","No","Tricolor","Yes","Beagle"
"A672751","Yes","2014-03-01 11:33:00","Transfer","Dog",365,"Male","Yes","Yes","Black","Yes","Australian Shepherd"
"A701495","Yes","2015-12-19 10:01:00","Adoption","Dog",1825,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A705707","No","2015-07-08 17:04:00","Return_to_owner","Cat",14,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A664745","Yes","2013-10-12 16:46:00","Transfer","Dog",1460,"Female","Yes","No","Gold","No","Golden Retriever"
"A691891","No","2014-11-15 14:03:00","Transfer","Dog",150,"Female","Yes","Yes","White","Yes","Australian Cattle Dog"
"A709336","Yes","2015-09-04 17:55:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A674909","No","2014-03-20 16:31:00","Transfer","Cat",120,"Female","No","Yes","Black","Yes","Manx"
"A529211","Yes","2014-04-15 18:12:00","Return_to_owner","Cat",2190,"Male","Yes","No","Blue","Yes","Domestic Longhair"
"A711777","Yes","2015-09-13 17:05:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Red","Yes","Pit Bull"
"A644349","Yes","2015-04-01 17:48:00","Return_to_owner","Dog",1460,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A695299","Yes","2015-01-28 16:53:00","Adoption","Cat",30,"Male","Yes","No","Brown","Yes","Domestic Medium Hair"
"A702994","Yes","2015-05-22 11:22:00","Transfer","Dog",365,"Male","No","Yes","Gold","No","Golden Retriever"
"A708415","No","2015-07-27 15:38:00","Transfer","Cat",21,"Unknown","Unknown","No","Brown","Yes","Domestic Shorthair"
"A677358","Yes","2014-04-30 18:29:00","Adoption","Dog",730,"Male","Yes","Yes","Black","Yes","Beagle"
"A668127","Yes","2013-12-19 12:17:00","Transfer","Dog",730,"Male","Yes","No","Chocolate","No","Pit Bull"
"A715860","No","2015-11-12 08:53:00","Euthanasia","Cat",60,"Male","No","Yes","Blue","Yes","Domestic Shorthair"
"A670419","No","2014-01-08 10:42:00","Transfer","Cat",21,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A690185","Yes","2014-10-15 18:26:00","Return_to_owner","Dog",270,"Female","Yes","No","Tan","Yes","Chihuahua Shorthair"
"A702362","No","2015-05-12 16:28:00","Euthanasia","Cat",365,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A702297","No","2015-05-14 11:57:00","Euthanasia","Dog",1825,"Female","No","No","White","Yes","Miniature Schnauzer"
"A677376","Yes","2014-04-30 17:38:00","Return_to_owner","Dog",240,"Female","Yes","Yes","Brown","Yes","Jack Russell Terrier"
"A665461","No","2013-10-19 12:34:00","Adoption","Dog",60,"Female","Yes","No","Brown","Yes","Australian Cattle Dog"
"A683026","No","2014-07-10 17:24:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Dachshund Longhair"
"A688148","No","2014-09-20 11:29:00","Transfer","Dog",60,"Male","Yes","Yes","Red","Yes","Australian Cattle Dog"
"A691338","Yes","2015-05-09 17:16:00","Adoption","Dog",1095,"Male","Yes","No","Brown","Yes","German Shepherd"
"A720685","Yes","2016-02-16 18:25:00","Return_to_owner","Dog",2190,"Male","Yes","No","Black","Yes","Labrador Retriever"
